id                                  , season_id                           , episode_number, title                                                                                             , description                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , thumbnail_url                                                                                                                                                      , duration, download_url_720p                         , download_url_1080p                        , file_size_720p, file_size_1080p, views_count, downloads_count, created_at                   , updated_at                   , volume_id
85ca8894-6e07-4243-8b26-80feddbafd65, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            266, "Ichigo vs. Ulquiorra, Resume"                                                                    , Prior events are recalled.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/7kUyq4i7TAY6kSVDBuMAbysj5vO.jpg                                                                                                    ,       24,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.511791+00, 2026-08-01 12:14:58.714693+00, 
85d13fe8-fa90-4ea8-ac1f-e0751fc2987c, 4290061f-0471-4e8b-836f-94b9bcee1fec,              8, The Bad Seed                                                                                      , "Despite a break in the case, Dan still has doubts. Ellie pressures Yancy to come clean to Cap. Lauren prepares for her big cheer tryout."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/hxUQgGiutk1qrSZmevZN1CRUEbk.jpg                                                                                                    ,       48,                                           ,                                           ,               ,                ,           0,               0, 2026-07-31 06:02:22.794703+00, 2026-08-01 12:14:58.714693+00, 
85dd7803-0a77-4e90-ab6b-ce4f312ba9a6, 9b9680a6-2ea0-428d-9009-0c098c4e75a4,             11, Bloodsport                                                                                        , "Patrick and the team investigate the murder of a woman with ties to one of the fighters. Meanwhile, LaRoche focuses his investigation on Rigsby, who in turn is forced to ask Cho for a huge favor in order to keep his job."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/A7Rf9QwKefdLf3HeUuEu1jzku5R.jpg                                                                                                    ,       42,                                           ,                                           ,               ,                ,           0,               0, 2026-08-31 19:58:48.713716+00, 2026-08-31 19:58:48.713716+00, 
85edf489-0d34-4cc6-b8ce-39770bc51a9e, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            268, "Hatred and Jealousy, Orihime's Dilemma"                                                          , "Loly Aivirrne and Menoly Mallia take Orihime Inoue up to where Ichigo Kurosaki is fighting. Yammy Llargo shows up and, after disposing of Loly, is ambushed by Uryū Ishida."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             , https://image.tmdb.org/t/p/w500/nT6gbb2Fyxc8X6TsIBGW5dn35ym.jpg                                                                                                    ,       24,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.518957+00, 2026-08-01 12:14:58.714693+00, 
85eff796-2a46-4d4c-a6e0-de2bec8e82f1, 7bc7b9a8-4bf2-495f-9ad9-e0433fc111b8,              7, Episode 7                                                                                         , "After witnessing Jae-Yeol with his ex, Bani is taken aback when he suddenly kisses her. Feeling disillusioned, she questions his sincerity. Ji-Won, who secretly saw the moment, later confronts Jae-Yeol, urging him to be clear about his feelings and act with integrity."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/pHw7DedgrLZpuVQeIuhVyuIrbEu.jpg                                                                                                    ,       70,                                           ,                                           ,               ,                ,           0,               0, 2026-07-11 20:19:22.957819+00, 2026-08-01 12:14:58.714693+00, 
8603122e-d67d-4a76-b680-e3aebedb5e49, 219ae61c-7bbd-437b-a607-e992dcb55097,              1, Guest List                                                                                        , "With just hours to go before summer break, Kitty resolves to share her feelings with Min Ho, but a crowded trip to Busan threatens to kill the vibe."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://image.tmdb.org/t/p/w500/9Mk0LGEviUm3eat9aHEFXI6LOQT.jpg                                                                                                    ,       32,                                           ,                                           ,               ,                ,           0,               0, 2026-04-11 20:53:29.416102+00, 2026-08-01 12:14:58.714693+00, 
8614b2f6-2a2d-47c7-bee7-33068b5f2370, 70586a37-c2e0-46e8-9e0d-9c071c16b6b8,              1, Chauhano Ki Shaan                                                                                 , "Shanvika, the arrogant daughter of the elite Chauhan family. Kuldeep, a poor but brilliant young man. A broken bicycle leads to a meaningful exchange between the two."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://image.tmdb.org/t/p/w500/gK6Vb4OCzimORjKIR2WbcQB9BM7.jpg                                                                                                    ,       23, https://hubcloud.foo/drive/rsekuvyb1v1kbv5, https://hubcloud.foo/drive/h1gjvogb1gu_jlg, 218.85 MB     , 483.63 MB      ,           0,               0, 2026-06-19 06:55:17.448847+00, 2026-08-01 12:14:58.714693+00, 
861d59e0-0275-4d32-918e-a379ca7c3c48, 31932239-dbd9-4b0d-84b8-fdd93f4d719a,             10, The Kill Box                                                                                      , "Despite his weakened state, Grog confronts his uncle, Kevdak, in a fight to the death. The battle is intense, with Grog taking a beating at the hands of his uncle’s Titanstone Knuckles, another Vestige of Divergence. As Grog is about to fall, the rest of Vox Machina arrives, just in time to join the fray."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      , https://image.tmdb.org/t/p/w500/mYVCp6icJj0HxZeWlRXH8WYGLbd.jpg                                                                                                    ,       27,                                           ,                                           ,               ,                ,           0,               0, 2026-06-02 16:31:04.856757+00, 2026-08-01 12:14:58.714693+00, 
86275520-e63a-4100-9bec-83f1e1dbb4c8, aab9535b-970e-4ebf-b23b-1687d1112dc5,              8, Do aur Do Paanch                                                                                  , "Sundar Singh gets the news that Raja Phogat has been killed by Amarpal who is now preparing to leave the country. However, when he goes to meet Chiku one last time, she refuses to meet him saying she hates him. Amarpal then has a change of heart and decides to surrender to the police. Savitri devi meets with Sanjay Singh Meena and asks him to kill Amarpal in an encounter. Sanjay Singh Meena then stumbles upon Amarpal's name on the same sheet of paper where his name had appeared in the UPSC exam results."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/jcRB6ZmC4uOArLpvJLIOdnC4C5Q.jpg                                                                                                    ,       35, https://hubcloud.foo/drive/2oyt1frlnraakrt, https://hubcloud.foo/drive/lx6g4cloxv0vvlq, 307.53 MB     , 370.26 MB      ,           0,               0, 2026-02-11 08:13:14.226325+00, 2026-08-01 12:14:58.714693+00, 
864fbe31-7b41-44a9-8e30-cfdcd73ec21c, 7b2cfaaf-2385-4645-a6cc-235370e2e95b,              7, The Beyond                                                                                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,         ,                                           ,                                           ,               ,                ,           0,               0, 2026-01-30 01:48:05.661503+00, 2026-08-01 12:14:58.714693+00, 
8652cca8-6cd9-49a2-89af-f715295bd2b7, 5cb35ab3-2407-4743-987b-d7eeb6751570,             14, Episode 14                                                                                        ,                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,        0,                                           ,                                           ,               ,                ,           0,               0, 2026-09-12 17:00:43.087172+00, 2026-09-12 17:00:43.087172+00, 
865ef591-2f64-4fa7-b00a-f339b297c295, eaad05a0-bf06-4ae8-8de6-d498625db8ce,              1, No Más                                                                                            , Breaking.Bad.S03.E01.720p &1080p.BluRay.Hindi.DD2.0-English.5.1.ESub.x264-HDHub4u.Tv.mkv                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  ,                                                                                                                                                                    ,        0, https://hubcloud.fyi/drive/xc1_cw2bb1y1oyk, https://hubcloud.fyi/drive/br7xq7blix1pbsb, 441.86 MB     , 875.09 MB      ,           0,               0, 2025-11-12 09:31:00.126414+00, 2026-08-01 12:14:58.714693+00, 
865fb5b6-8716-468a-be9a-b72fb96ce158, 3404b0a7-3f31-4e11-a209-58c000ff74db,              2, Episode 2                                                                                         , "Noja uncovers the world of identity laundering after Moon-jae escapes his grip. Meanwhile, Detective Park Sun-yong pieces together the link between them."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://image.tmdb.org/t/p/w500/wupPoMhcJnqPpA02uTHf845QEjF.jpg                                                                                                    ,       56,                                           ,                                           ,               ,                ,           0,               0, 2026-08-29 05:31:31.515988+00, 2026-08-29 05:31:31.515988+00, 
8661b860-147d-49a9-9a80-289a31b8f957, 87dc25d1-9849-4b1e-abea-cedd4beca66a,              2, Episode 2                                                                                         , "Having tasted action again, Doron pleads with Moreno to rejoin the squad. Meanwhile, Amal determines to martyr herself to avenge her husband."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           , https://image.tmdb.org/t/p/w500/eYEuyEX9644PBfITzAryTQ8xa4m.jpg                                                                                                    ,       32,                                           ,                                           ,               ,                ,           0,               0, 2026-09-13 23:18:04.989097+00, 2026-09-13 23:18:04.989097+00, 
86621273-43af-4cd0-b4e9-a8fc78da769c, ea9f4b5e-89aa-488f-b74d-6be9b1049113,              4, The 12th Birthday of Daani Karkaria                                                               , A birthday celebration turns into a mirror for everyone's happiness. But no party stays perfect when buried emotions show up uninvited.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   , https://image.tmdb.org/t/p/w500/jdQLR1NEtWx0ttdrSdw67oynWIk.jpg                                                                                                    ,       45,                                           ,                                           ,               ,                ,           0,               0, 2026-07-19 00:07:30.519241+00, 2026-08-01 12:14:58.714693+00, 
8664b25e-c810-4e82-ae6e-deca34d5dafb, 5828197a-e791-4dc6-b29e-32022caf798e,              4, Golden Arrows                                                                                     , "Panic grips the Indian forces as the Kargil War quickly escalates and Ahuja is pulled into peril. Amid nationwide outrage, a plan to fight back emerges."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                , https://image.tmdb.org/t/p/w500/eJM2kGxVrHUoptmM8WVqIa414Ka.jpg                                                                                                    ,       53,                                           ,                                           ,               ,                ,           0,               0, 2026-08-07 19:54:02.568905+00, 2026-08-07 19:54:02.568905+00, 
867fa245-2845-47fd-9863-741a043a3e68, 23c21f94-cbf0-4805-9781-274aea30f2a5,             34, Sach ki Talaash aur Satta ki Jung                                                                 , "Set on uncovering the mass marriage scandal, Kuldeep gets attacked. Shanvika focuses on strengthening her public image. Kuldeep faces a tense confrontation with MLA Trilochan."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                         , https://image.tmdb.org/t/p/w500/1cagUE27VRWMGE60eFEA4yW2UGe.jpg                                                                                                    ,       20, https://hubcloud.cx/drive/nyf0fmyylskp2bl , https://hubcloud.cx/drive/1vnvdrtpuqzvdgl , 192.39 MB     , 418.48 MB      ,           0,               0, 2026-08-14 22:53:36.445062+00, 2026-08-14 22:57:34.872899+00, 
8698a029-ea38-4498-9074-5a0c994c7ecb, a53c7155-57eb-44ae-a182-7b6ac6ca932f,             16, Target: Earth                                                                                     , "The Space Pod lands on a planet that is inhabited by creatures who all look alike, and aspire to be different.  They capture the Robinsons and make duplicates of them with the objective of using the duplicates to fly the Jupiter II back to Earth.  Will is not duplicated, and he thwarts their plan."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://image.tmdb.org/t/p/w500/4D0gSNewFmvw5A3PTGMS3q845FG.jpg                                                                                                    ,       60,                                           ,                                           ,               ,                ,           0,               0, 2026-09-13 23:18:19.909829+00, 2026-09-13 23:18:19.909829+00, 
869b4c0c-5756-4a7d-a94a-f43fce7b2c7c, 13b4d80c-61c0-4101-a39f-304aad47d741,              7, Washout                                                                                           , A troubling exchange with Wylder leaves Alex on edge. An awkward family dinner forces Kiley to face uncomfortable questions about her home life.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://image.tmdb.org/t/p/w500/b4dU9YvnJEDx5ch60fHZYjF4X8j.jpg                                                                                                    ,       49,                                           ,                                           ,               ,                ,           0,               0, 2026-08-09 03:40:47.065048+00, 2026-08-09 03:40:47.065048+00, 
869dae3a-b84c-45c8-a775-23d86db51e5c, fc5d0421-0245-44e0-a02e-4fe4710e71cc,              2, Strong Girls Don't Break.                                                                         , "Along with being schooled on feminism and dealing with an irregular cycle, Damini finds herself being surprisingly open with Jeh. Anjana finally meets Varun's new girlfriend and has an allergic reaction to her. Siddhi goes on a blind date set up by her mother that ends in a climactic manner. A gym client can't seem to keep his hands to himself but Umang gives him a lesson he'll never forget."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              , https://image.tmdb.org/t/p/w500/pMSzQraPxcEwLl8cgxrhNNZxZla.jpg                                                                                                    ,       29, https://hubcloud.foo/drive/arahp1amaup97jp, https://hubcloud.foo/drive/uxm8gc59f8uxgfj, 255.63 MB     , 591.25 MB      ,           0,               0, 2025-12-30 02:31:12.091903+00, 2026-08-01 12:14:58.714693+00, 
869e6364-8bc2-4295-833f-d938906fa518, 215d709a-79af-4a5c-a15c-4b4fa5653ed8,              9, Takhta Palat                                                                                      , The suspended STF team decides to fight back and go after Mahaveer. Ahalawat proves his worth and gives Gaya Prasad a fighting chance in court.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           ,                                                                                                                                                                    ,       40, https://hubcloud.foo/drive/n7vgivtl1vxggt7, https://hubcloud.foo/drive/o8pckgxvsgkttmk, 356.58 MB     , 824.52 MB      ,           0,               0, 2026-05-14 21:02:25.785239+00, 2026-08-01 12:14:58.714693+00, 
86aad802-eafe-4e44-8742-0df1f17d43a8, 5357b4bf-7415-4552-b2e5-d0d5d6632c14,              2, The Enigma                                                                                        , "The frustrating search for the head's identity starts yielding unconnected stories from unexpected sources. The policemen finally get a clue, and it is an elephant."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    , https://image.tmdb.org/t/p/w500/kF4bnco17sg14ZonM6eXpahhSdR.jpg                                                                                                    ,       44, https://hubcloud.foo/drive/ipsjfpietqplluv, https://hubcloud.foo/drive/yuusys1py5gaxse, 308.8 MB      , 947.28 MB      ,           0,               0, 2026-03-29 12:48:09.908375+00, 2026-08-01 12:14:58.714693+00, 
86aafe25-d4b3-46ed-bc40-7ae34c676b86, 9201c77c-8f4b-4b10-8161-3c5a8395303e,              9, Last Call                                                                                         , "In the aftermath of the wedding, Belly makes a choice that leads her on a wild adventure and forever alters her future. Meanwhile, Jeremiah struggles to make peace with Conrad and accept his new circumstances."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       , https://image.tmdb.org/t/p/w500/4fPS0jFkrvGLYtKH6waY38FbMZn.jpg                                                                                                    ,       63,                                           ,                                           ,               ,                ,           0,               0, 2026-08-08 08:48:12.042201+00, 2026-08-08 08:48:12.042201+00, 
86b92bcb-291b-490e-bc30-518c5d1213e1, 0499419e-93ec-42f8-9e3f-00286460e97a,              1, Episode 1                                                                                         , "Entertainment reporter Kyeong-do reports on an affair and drug scandal involving an actress and a chaebol's son-in-law. The problem is, the man in question happens to be the husband of his unforgettable first love. Because of one article, Kyeong-do and Ji-woo come face to face for the first time in ten years. Now, neither of them wants to get entangled again."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               , https://image.tmdb.org/t/p/w500/A1RHpsooDEKnKPDveV8YDZOpJ9r.jpg                                                                                                    ,       67, https://hubcloud.foo/drive/o63h65xmjij4voe, https://hubcloud.foo/drive/nldee9calszs61l, 658.68 MB     , 1.44 GB        ,           0,               0, 2025-12-30 02:37:10.980092+00, 2026-08-01 12:14:58.714693+00, 
86c57b05-7061-4939-96fd-3d1498b45863, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            274, "Hitsugaya, the Desperate Hyōten Hyakkasō!"                                                       , The battle between Captain Tōshirō Hitsugaya and Tier Harribel continues.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 , https://image.tmdb.org/t/p/w500/n1NOLZyQgctVezepUBtXdKCUT3c.jpg                                                                                                    ,       24,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.513612+00, 2026-08-01 12:14:58.714693+00, 
86c5e282-9257-433b-b5bc-4a29ded9da53, 8f24c083-60cc-4c53-bcc0-193e5f7f0228,              1, Episode 1                                                                                         , "Trapped in prison for a murder he didn't commit, David Burroughs resolves to escape after a shocking revelation: his son may still be alive."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/tDUUexyRzcPrjNaz9sZfcdnYTgS.jpg                                                                                                    ,       47,                                           ,                                           ,               ,                ,           0,               0, 2026-06-19 06:52:48.101457+00, 2026-08-01 12:14:58.714693+00, 
86d23e6f-2277-4817-bc24-7586da610438, 67ca2e33-e3de-4bdf-8f1a-1dfe31ba45ef,            202, Fierce Fighting Conclusion! Who's the Strongest?                                                  , Captain Kenpachi Zaraki and Nnoitra Gilga conclude their battle.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          , https://image.tmdb.org/t/p/w500/vrqoQR6KtsilcjzWiDJwjcCl5HL.jpg                                                                                                    ,       24,                                           ,                                           ,               ,                ,           0,               0, 2026-01-28 10:25:08.374931+00, 2026-08-01 12:14:58.714693+00, 
86d322fb-2d50-45de-a8c0-08d3bfd5a35b, 3c6380b5-a404-4154-a26f-d8626e04aca5,              1, L Train                                                                                           , "When Neagley's childhood friend, Tommy, dies after walking into an oncoming train, the police are ready to label this as an apparent accident. But after receiving a mysterious message from the deceased, Neagley knows something is amiss."                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            , https://image.tmdb.org/t/p/w500/jfy8pFzqRIyOtcLQzzriP50En3O.jpg                                                                                                    ,       57,                                           ,                                           ,               ,                ,           0,               0, 2026-09-17 00:21:20.958132+00, 2026-09-17 00:21:20.958132+00, 
86e095b2-82fc-46e4-944f-8257a5fccad9, 05adc71a-02b9-4ab6-9ce3-cc635fa16027,              5, The Ghost of Harrenhal                                                                            , The Baratheon rivalry ends; Tyrion learns of Cersei's secret weapon; Dany suffers a loss; Arya collects a debt she didn't know was owed.                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                  , https://image.tmdb.org/t/p/w500/h7HHSQtEyf7cNBYR2G9DjQ78EgV.jpg                                                                                                    ,       55, https://hubcloud.foo/drive/jbwv3ruvujv6r1v,                                           , 410.74 MB     ,                ,           0,               0, 2026-05-14 07:33:50.676377+00, 2026-08-01 12:14:58.714693+00, 
